"","uid","signup_dt","auth_type","device"
"60548",22652611,"2016-08-11","B",1
"60549",22652699,"2016-08-11","B",7
"60550",22653233,"2016-08-11","C",4
"60551",22654102,"2016-08-11","A",7
"60552",22654307,"2016-08-11","C",4
"60553",22654362,"2016-08-11","B",2
"60554",22654758,"2016-08-11","C",6
"60555",22655107,"2016-08-11","C",6
"60556",22657986,"2016-08-12","C",1
"60557",22658148,"2016-08-12","A",6
"60558",22658987,"2016-08-12","A",1
"60559",22660318,"2016-08-12","C",1
"60560",22662068,"2016-08-12","C",1
"60561",22662556,"2016-08-12","C",2
"60562",22662596,"2016-08-12","C",1
"60563",22663074,"2016-08-12","B",6
"60564",22663626,"2016-08-12","C",7
"60565",22664382,"2016-08-12","A",7
"60566",22664892,"2016-08-12","A",7
"60567",22665595,"2016-08-12","A",1
"60568",22665646,"2016-08-12","C",1
"60569",22666408,"2016-08-12","C",7
"60570",22666772,"2016-08-12","B",7
"60571",22666929,"2016-08-12","A",7
"60572",22667855,"2016-08-12","C",6
"60573",22668487,"2016-08-12","C",6
"60574",22669745,"2016-08-13","A",1
"60575",22671753,"2016-08-13","A",1
"60576",22674220,"2016-08-13","C",6
"60577",22674721,"2016-08-13","B",3
"60578",22675037,"2016-08-13","C",5
"60579",22675577,"2016-08-13","B",2
"60580",22675617,"2016-08-13","C",1
"60581",22675761,"2016-08-13","C",4
"60582",22676785,"2016-08-13","C",4
"60583",22676871,"2016-08-13","C",5
"60584",22680343,"2016-08-13","C",5
"60585",22681351,"2016-08-13","B",7
"60586",22681898,"2016-08-13","B",6
"60587",22687085,"2016-08-14","C",6
"60588",22688927,"2016-08-14","C",5
"60589",22690793,"2016-08-14","C",6
"60590",22691084,"2016-08-14","B",7
"60591",22691944,"2016-08-14","A",6
"60592",22692374,"2016-08-14","C",7
"60593",22694134,"2016-08-14","A",5
"60594",22695314,"2016-08-14","A",1
"60595",22695454,"2016-08-14","A",7
"60596",22695479,"2016-08-14","A",4
"60597",22695485,"2016-08-14","C",7
"60598",22696196,"2016-08-14","A",2
"60599",22696414,"2016-08-14","C",2
"60600",22698479,"2016-08-14","C",5
"60601",22699225,"2016-08-14","B",1
"60602",22704441,"2016-08-15","C",6
"60603",22704511,"2016-08-15","B",6
"60604",22705579,"2016-08-15","C",1
"60605",22706586,"2016-08-15","B",7
"60606",22706734,"2016-08-15","B",1
"60607",22706753,"2016-08-15","C",5
"60608",22707183,"2016-08-15","C",1
"60609",22707272,"2016-08-15","C",1
"60610",22707787,"2016-08-15","C",1
"60611",22708495,"2016-08-15","C",5
"60612",22708499,"2016-08-15","A",1
"60613",22708847,"2016-08-15","C",1
"60614",22710271,"2016-08-15","B",1
"60615",22710548,"2016-08-15","C",6
"60616",22711301,"2016-08-15","C",7
"60617",22711665,"2016-08-15","A",7
"60618",22712330,"2016-08-15","C",6
"60619",22712423,"2016-08-15","B",1
"60620",22712424,"2016-08-15","C",1
"60621",22712718,"2016-08-15","C",5
"60622",22714432,"2016-08-15","C",1
"60623",22718180,"2016-08-16","C",1
"60624",22718987,"2016-08-16","C",1
"60625",22720002,"2016-08-16","C",6
"60626",22721236,"2016-08-16","B",1
"60627",22721508,"2016-08-16","A",1
"60628",22723815,"2016-08-16","A",6
"60629",22724670,"2016-08-16","C",7
"60630",22724907,"2016-08-16","B",1
"60631",22727070,"2016-08-16","C",1
"60632",22727089,"2016-08-16","B",6
"60633",22727135,"2016-08-16","B",6
"60634",22727319,"2016-08-16","C",1
"60635",22727344,"2016-08-16","C",1
"60636",22728074,"2016-08-16","C",5
"60637",22728937,"2016-08-16","A",3
"60638",22729425,"2016-08-16","B",7
"60639",22731595,"2016-08-17","B",1
"60640",22732671,"2016-08-17","A",6
"60641",22734630,"2016-08-17","B",7
"60642",22734732,"2016-08-17","A",1
"60643",22736357,"2016-08-17","C",1
"60644",22736685,"2016-08-17","C",5
"60645",22737757,"2016-08-17","C",1
"60646",22738015,"2016-08-17","A",1
"60647",22738656,"2016-08-17","B",1
"60648",22739958,"2016-08-17","C",1
"60649",22740572,"2016-08-17","C",1
"60650",22741041,"2016-08-17","C",6
"60651",22743364,"2016-08-17","C",1
"60652",22744433,"2016-08-17","B",7
"60653",22747863,"2016-08-18","A",6
"60654",22749118,"2016-08-18","A",7
"60655",22749652,"2016-08-18","C",1
"60656",22750466,"2016-08-18","A",4
"60657",22750759,"2016-08-18","B",6
"60658",22750850,"2016-08-18","C",1
"60659",22750882,"2016-08-18","C",6
"60660",22751952,"2016-08-18","C",6
"60661",22752904,"2016-08-18","C",1
"60662",22756172,"2016-08-18","A",1
"60663",22757242,"2016-08-18","B",1
"60664",22757298,"2016-08-18","C",5
"60665",22757780,"2016-08-18","B",1
"60666",22757861,"2016-08-18","A",6
"60667",22758679,"2016-08-18","B",7
"60668",22759867,"2016-08-18","C",4
"60669",22764199,"2016-08-19","B",1
"60670",22764351,"2016-08-19","C",1
"60671",22766910,"2016-08-19","C",1
"60672",22767102,"2016-08-19","C",1
"60673",22767784,"2016-08-19","C",1
"60674",22768704,"2016-08-19","A",1
"60675",22769003,"2016-08-19","C",4
"60676",22769158,"2016-08-19","A",1
"60677",22769344,"2016-08-19","A",1
"60678",22770389,"2016-08-19","C",6
"60679",22771108,"2016-08-19","C",5
"60680",22772064,"2016-08-19","A",5
"60681",22772940,"2016-08-19","A",7
"60682",22773018,"2016-08-19","A",2
"60683",22773263,"2016-08-19","C",4
"60684",22773272,"2016-08-19","A",5
"60685",22773825,"2016-08-19","C",1
"60686",22774004,"2016-08-19","A",2
"60687",22774009,"2016-08-19","C",4
"60688",22774770,"2016-08-19","C",6
"60689",22774787,"2016-08-19","C",1
"60690",22778108,"2016-08-20","B",1
"60691",22780364,"2016-08-20","C",5
"60692",22780729,"2016-08-20","C",5
"60693",22781186,"2016-08-20","A",5
"60694",22782784,"2016-08-20","B",6
"60695",22783038,"2016-08-20","B",6
"60696",22783323,"2016-08-20","C",5
"60697",22783904,"2016-08-20","C",1
"60698",22785190,"2016-08-20","C",1
"60699",22785757,"2016-08-20","C",1
"60700",22786490,"2016-08-20","A",4
"60701",22786638,"2016-08-20","A",5
"60702",22788861,"2016-08-20","C",4
"60703",22789075,"2016-08-20","C",1
"60704",22789530,"2016-08-20","A",5
"60705",22791672,"2016-08-21","B",2
"60706",22793181,"2016-08-21","C",7
"60707",22793489,"2016-08-21","B",7
"60708",22794722,"2016-08-21","C",4
"60709",22796144,"2016-08-21","C",2
"60710",22796337,"2016-08-21","C",5
"60711",22797462,"2016-08-21","C",4
"60712",22798389,"2016-08-21","C",1
"60713",22799438,"2016-08-21","C",7
"60714",22800450,"2016-08-21","C",4
"60715",22802283,"2016-08-21","C",1
"60716",22802323,"2016-08-21","C",4
"60717",22803516,"2016-08-21","B",1
"60718",22803785,"2016-08-21","B",1
"60719",22804400,"2016-08-21","B",6
"60720",22804658,"2016-08-21","C",1
"60721",22805302,"2016-08-21","A",7
"60722",22805947,"2016-08-21","C",5
"60723",22806260,"2016-08-21","A",4
"60724",22806729,"2016-08-21","C",1
"60725",22806803,"2016-08-21","B",3
"60726",22808038,"2016-08-21","B",7
"60727",22809232,"2016-08-22","C",1
"60728",22810483,"2016-08-22","C",5
"60729",22814773,"2016-08-22","C",1
"60730",22816303,"2016-08-22","A",4
"60731",22816454,"2016-08-22","A",2
"60732",22816908,"2016-08-22","C",6
"60733",22817808,"2016-08-22","C",1
"60734",22818275,"2016-08-22","C",1
"60735",22818286,"2016-08-22","A",1
"60736",22818875,"2016-08-22","C",1
"60737",22819095,"2016-08-22","C",5
"60738",22819508,"2016-08-22","C",2
"60739",22819963,"2016-08-22","C",6
"60740",22821790,"2016-08-22","C",5
"60741",22822459,"2016-08-22","C",4
"60742",22823181,"2016-08-22","C",5
"60743",22824261,"2016-08-22","C",7
"60744",22827361,"2016-08-23","A",5
"60745",22830936,"2016-08-23","A",5
"60746",22831712,"2016-08-23","C",1
"60747",22833461,"2016-08-23","C",1
"60748",22834186,"2016-08-23","C",4
"60749",22835542,"2016-08-23","C",1
"60750",22836726,"2016-08-23","C",6
"60751",22837108,"2016-08-23","A",1
"60752",22837830,"2016-08-23","A",7
"60753",22838982,"2016-08-23","B",6
"60754",22839141,"2016-08-23","C",4
"60755",22839303,"2016-08-23","A",6
"60756",22840342,"2016-08-23","A",1
"60757",22845726,"2016-08-24","C",5
"60758",22848254,"2016-08-24","C",1
"60759",22848631,"2016-08-24","A",2
"60760",22849175,"2016-08-24","C",1
"60761",22849353,"2016-08-24","A",5
"60762",22849567,"2016-08-24","C",6
"60763",22849975,"2016-08-24","C",1
"60764",22850712,"2016-08-24","B",7
"60765",22851040,"2016-08-24","A",6
"60766",22851421,"2016-08-24","C",1
"60767",22851771,"2016-08-24","A",6
"60768",22852900,"2016-08-24","C",6
"60769",22854255,"2016-08-24","C",1
"60770",22854438,"2016-08-24","C",1
"60771",22855994,"2016-08-24","C",5
"60772",22856085,"2016-08-24","B",7
"60773",22856359,"2016-08-24","C",7
"60774",22857201,"2016-08-24","C",6
"60775",22858521,"2016-08-25","C",7
"60776",22859170,"2016-08-25","C",1
"60777",22860202,"2016-08-25","A",1
"60778",22860576,"2016-08-25","A",5
"60779",22860927,"2016-08-25","A",6
"60780",22860973,"2016-08-25","C",1
"60781",22861304,"2016-08-25","C",1
"60782",22861541,"2016-08-25","A",1
"60783",22861645,"2016-08-25","A",6
"60784",22863344,"2016-08-25","A",1
"60785",22863504,"2016-08-25","C",1
"60786",22863717,"2016-08-25","C",1
"60787",22864317,"2016-08-25","C",1
"60788",22865096,"2016-08-25","A",6
"60789",22868611,"2016-08-25","C",1
"60790",22869416,"2016-08-25","A",5
"60791",22869442,"2016-08-25","C",6
"60792",22870179,"2016-08-25","A",6
"60793",22870369,"2016-08-25","B",1
"60794",22870837,"2016-08-25","C",6
"60795",22871908,"2016-08-25","A",1
"60796",22873234,"2016-08-25","C",4
"60797",22875137,"2016-08-26","C",7
"60798",22876398,"2016-08-26","C",4
"60799",22876894,"2016-08-26","A",1
"60800",22878371,"2016-08-26","C",1
"60801",22878757,"2016-08-26","A",6
"60802",22878938,"2016-08-26","A",5
"60803",22879555,"2016-08-26","C",1
"60804",22880122,"2016-08-26","C",1
"60805",22880381,"2016-08-26","A",6
"60806",22880900,"2016-08-26","C",2
"60807",22880975,"2016-08-26","A",1
"60808",22881162,"2016-08-26","C",1
"60809",22881295,"2016-08-26","C",5
"60810",22881697,"2016-08-26","A",5
"60811",22881715,"2016-08-26","A",6
"60812",22882437,"2016-08-26","A",4
"60813",22882897,"2016-08-26","B",6
"60814",22883052,"2016-08-26","A",1
"60815",22884461,"2016-08-26","C",5
"60816",22884529,"2016-08-26","C",5
"60817",22886388,"2016-08-26","C",5
"60818",22892334,"2016-08-27","C",6
"60819",22892754,"2016-08-27","B",1
"60820",22894973,"2016-08-27","C",2
"60821",22896518,"2016-08-27","C",5
"60822",22896706,"2016-08-27","A",5
"60823",22896711,"2016-08-27","C",6
"60824",22897626,"2016-08-27","C",1
"60825",22898466,"2016-08-27","C",1
"60826",22899934,"2016-08-27","C",1
"60827",22902252,"2016-08-27","C",6
"60828",22902403,"2016-08-27","C",4
"60829",22906805,"2016-08-28","C",5
"60830",22908149,"2016-08-28","C",1
"60831",22910476,"2016-08-28","C",1
"60832",22911148,"2016-08-28","C",4
"60833",22912852,"2016-08-28","C",6
"60834",22913093,"2016-08-28","B",1
"60835",22913850,"2016-08-28","C",1
"60836",22914430,"2016-08-28","A",1
"60837",22914558,"2016-08-28","C",1
"60838",22915222,"2016-08-28","B",1
"60839",22915705,"2016-08-28","A",5
"60840",22916114,"2016-08-28","A",1
"60841",22917138,"2016-08-28","A",5
"60842",22917872,"2016-08-28","A",6
"60843",22918582,"2016-08-28","C",7
"60844",22919007,"2016-08-28","A",1
"60845",22920149,"2016-08-28","A",5
"60846",22920378,"2016-08-28","A",3
"60847",22920965,"2016-08-28","A",5
"60848",22925789,"2016-08-29","A",7
"60849",22925953,"2016-08-29","A",1
"60850",22927239,"2016-08-29","A",1
"60851",22927311,"2016-08-29","B",1
"60852",22928903,"2016-08-29","C",1
"60853",22929378,"2016-08-29","A",1
"60854",22929722,"2016-08-29","C",6
"60855",22929848,"2016-08-29","C",1
"60856",22930613,"2016-08-29","C",1
"60857",22931578,"2016-08-29","B",1
"60858",22931727,"2016-08-29","C",7
"60859",22933212,"2016-08-29","C",6
"60860",22933791,"2016-08-29","B",7
"60861",22934336,"2016-08-29","B",1
"60862",22934923,"2016-08-29","B",6
"60863",22935289,"2016-08-29","C",1
"60864",22935411,"2016-08-29","A",5
"60865",22935567,"2016-08-29","C",2
"60866",22935615,"2016-08-29","C",5
"60867",22935825,"2016-08-29","B",7
"60868",22935848,"2016-08-29","C",1
"60869",22936859,"2016-08-29","C",4
"60870",22937382,"2016-08-29","C",5
"60871",22939373,"2016-08-30","C",1
"60872",22941021,"2016-08-30","C",6
"60873",22946667,"2016-08-30","C",6
"60874",22946757,"2016-08-30","B",1
"60875",22947375,"2016-08-30","A",1
"60876",22947753,"2016-08-30","B",1
"60877",22948313,"2016-08-30","C",5
"60878",22948351,"2016-08-30","C",6
"60879",22949596,"2016-08-30","B",2
"60880",22950127,"2016-08-30","C",5
"60881",22952147,"2016-08-30","B",6
"60882",22952495,"2016-08-30","C",3
"60883",22952865,"2016-08-30","A",7
"60884",22952972,"2016-08-30","A",1
"60885",22956506,"2016-08-31","C",5
"60886",22957251,"2016-08-31","C",1
"60887",22958231,"2016-08-31","C",6
"60888",22959025,"2016-08-31","A",2
"60889",22960416,"2016-08-31","C",1
"60890",22960785,"2016-08-31","A",1
"60891",22961298,"2016-08-31","C",5
"60892",22961549,"2016-08-31","A",1
"60893",22962186,"2016-08-31","C",5
"60894",22963386,"2016-08-31","C",5
"60895",22964177,"2016-08-31","A",6
"60896",22965188,"2016-08-31","B",7
"60897",22965456,"2016-08-31","C",1
"60898",22965978,"2016-08-31","C",4
"60899",22966089,"2016-08-31","C",5
"60900",22966887,"2016-08-31","A",4
"60901",22967348,"2016-08-31","C",1
"60902",22967486,"2016-08-31","A",6
"60903",22967518,"2016-08-31","A",5
"60904",22967683,"2016-08-31","A",1
"60905",22967925,"2016-08-31","C",4
"60906",22968781,"2016-08-31","C",1
"60907",22968858,"2016-08-31","A",7
"60908",22969091,"2016-08-31","C",6
"60909",22969370,"2016-08-31","A",6
"60910",22973110,"2016-09-01","C",6
"60911",22973485,"2016-09-01","C",1
"60912",22973634,"2016-09-01","B",5
"60913",22974142,"2016-09-01","A",7
"60914",22974687,"2016-09-01","C",1
"60915",22974788,"2016-09-01","C",1
"60916",22974789,"2016-09-01","B",1
"60917",22975595,"2016-09-01","C",1
"60918",22976528,"2016-09-01","A",6
"60919",22976800,"2016-09-01","C",1
"60920",22976935,"2016-09-01","C",1
"60921",22976983,"2016-09-01","C",1
"60922",22978283,"2016-09-01","C",4
"60923",22978862,"2016-09-01","C",1
"60924",22980212,"2016-09-01","C",4
"60925",22981169,"2016-09-01","A",1
"60926",22983563,"2016-09-01","C",6
"60927",22983730,"2016-09-01","C",6
"60928",22987169,"2016-09-02","C",6
"60929",22988420,"2016-09-02","C",1
"60930",22988929,"2016-09-02","B",7
"60931",22989442,"2016-09-02","A",2
"60932",22990918,"2016-09-02","B",1
"60933",22991404,"2016-09-02","C",1
"60934",22992003,"2016-09-02","C",1
"60935",22993656,"2016-09-02","A",1
"60936",22993888,"2016-09-02","B",1
"60937",22995058,"2016-09-02","C",1
"60938",22996734,"2016-09-02","A",1
"60939",22996962,"2016-09-02","C",4
"60940",22997384,"2016-09-02","C",6
"60941",22998221,"2016-09-02","A",6
"60942",22998254,"2016-09-02","C",7
"60943",22998332,"2016-09-02","C",5
"60944",22998480,"2016-09-02","A",7
"60945",22998570,"2016-09-02","C",6
"60946",23002706,"2016-09-03","C",6
"60947",23002820,"2016-09-03","C",6
"60948",23003704,"2016-09-03","C",1
"60949",23004116,"2016-09-03","B",1
"60950",23006921,"2016-09-03","A",5
"60951",23007023,"2016-09-03","B",6
"60952",23007847,"2016-09-03","C",4
"60953",23008546,"2016-09-03","A",2
"60954",23008754,"2016-09-03","B",7
"60955",23009541,"2016-09-03","C",1
"60956",23009785,"2016-09-03","C",2
"60957",23011579,"2016-09-03","C",6
"60958",23011720,"2016-09-03","A",6
"60959",23013992,"2016-09-03","C",1
"60960",23014037,"2016-09-03","C",1
"60961",23014044,"2016-09-03","C",1
"60962",23014223,"2016-09-03","C",7
"60963",23020739,"2016-09-04","A",4
"60964",23020930,"2016-09-04","C",6
"60965",23022023,"2016-09-04","C",4
"60966",23022772,"2016-09-04","B",3
"60967",23023167,"2016-09-04","C",1
"60968",23026963,"2016-09-04","C",6
"60969",23027067,"2016-09-04","A",6
"60970",23027228,"2016-09-04","C",2
"60971",23027368,"2016-09-04","A",7
"60972",23027497,"2016-09-04","A",1
"60973",23027566,"2016-09-04","B",7
"60974",23027833,"2016-09-04","C",6
"60975",23028935,"2016-09-04","C",1
"60976",23029104,"2016-09-04","A",2
"60977",23029126,"2016-09-04","A",7
"60978",23029812,"2016-09-04","C",7
"60979",23030651,"2016-09-04","B",7
"60980",23031857,"2016-09-04","C",7
"60981",23032694,"2016-09-04","A",7
"60982",23033706,"2016-09-05","A",7
"60983",23038459,"2016-09-05","A",4
"60984",23038832,"2016-09-05","C",1
"60985",23040077,"2016-09-05","C",1
"60986",23040280,"2016-09-05","C",1
"60987",23044004,"2016-09-05","C",1
"60988",23044292,"2016-09-05","B",1
"60989",23044468,"2016-09-05","A",1
"60990",23044890,"2016-09-05","C",1
"60991",23045998,"2016-09-05","A",2
"60992",23046066,"2016-09-05","C",1
"60993",23047515,"2016-09-05","B",7
"60994",23048187,"2016-09-05","C",1
"60995",23048701,"2016-09-05","C",1
"60996",23050289,"2016-09-05","C",2
"60997",23050935,"2016-09-06","B",6
"60998",23054851,"2016-09-06","B",1
"60999",23055150,"2016-09-06","C",5
"61000",23056485,"2016-09-06","C",1
"61001",23057642,"2016-09-06","B",1
"61002",23060271,"2016-09-06","C",1
"61003",23063759,"2016-09-06","C",4
"61004",23063779,"2016-09-06","C",4
"61005",23064096,"2016-09-06","A",7
"61006",23064434,"2016-09-06","A",1
"61007",23065410,"2016-09-06","C",2
"61008",23065649,"2016-09-06","A",7
"61009",23069629,"2016-09-07","B",1
"61010",23071022,"2016-09-07","A",6
"61011",23072448,"2016-09-07","C",1
"61012",23072742,"2016-09-07","B",6
"61013",23074564,"2016-09-07","C",1
"61014",23077354,"2016-09-07","B",1
"61015",23077852,"2016-09-07","A",6
"61016",23079189,"2016-09-07","C",5
"61017",23079232,"2016-09-07","C",2
"61018",23079629,"2016-09-07","C",5
"61019",23079631,"2016-09-07","B",6
"61020",23081639,"2016-09-08","A",4
"61021",23085315,"2016-09-08","A",2
"61022",23085629,"2016-09-08","C",1
"61023",23085670,"2016-09-08","A",1
"61024",23088724,"2016-09-08","C",2
"61025",23091236,"2016-09-08","C",1
"61026",23091328,"2016-09-08","C",5
"61027",23091533,"2016-09-08","C",1
"61028",23091827,"2016-09-08","C",5
"61029",23092563,"2016-09-08","B",4
"61030",23092647,"2016-09-08","C",4
"61031",23092988,"2016-09-08","A",4
"61032",23093037,"2016-09-08","C",6
"61033",23093359,"2016-09-08","A",4
"61034",23093361,"2016-09-08","C",1
"61035",23093900,"2016-09-08","C",6
"61036",23095456,"2016-09-08","B",7
"61037",23096135,"2016-09-09","A",6
"61038",23096778,"2016-09-09","A",5
"61039",23098075,"2016-09-09","C",1
"61040",23099058,"2016-09-09","A",4
"61041",23100099,"2016-09-09","A",6
"61042",23101050,"2016-09-09","B",1
"61043",23101138,"2016-09-09","A",1
"61044",23102028,"2016-09-09","B",6
"61045",23102818,"2016-09-09","A",6
"61046",23103858,"2016-09-09","A",1
"61047",23104068,"2016-09-09","C",1
"61048",23107451,"2016-09-09","C",5
"61049",23108076,"2016-09-09","A",5
"61050",23108395,"2016-09-09","A",4
"61051",23109200,"2016-09-09","A",7
"61052",23109836,"2016-09-10","C",1
"61053",23110547,"2016-09-10","C",6
"61054",23112236,"2016-09-10","B",6
"61055",23112866,"2016-09-10","C",7
"61056",23116370,"2016-09-10","A",1
"61057",23117106,"2016-09-10","A",5
"61058",23118136,"2016-09-10","C",1
"61059",23118740,"2016-09-10","A",2
"61060",23118764,"2016-09-10","C",1
"61061",23119081,"2016-09-10","B",7
"61062",23120382,"2016-09-10","B",6
"61063",23120829,"2016-09-10","A",4
"61064",23120838,"2016-09-10","C",1
"61065",23120982,"2016-09-10","C",4
"61066",23121436,"2016-09-10","B",6
"61067",23121748,"2016-09-10","C",1
"61068",23122191,"2016-09-10","C",1
"61069",23124756,"2016-09-10","B",1
"61070",23124771,"2016-09-10","A",6
"61071",23124988,"2016-09-10","C",1
"61072",23125959,"2016-09-11","C",5
"61073",23129870,"2016-09-11","C",6
"61074",23131255,"2016-09-11","A",6
"61075",23131310,"2016-09-11","B",1
"61076",23131635,"2016-09-11","C",7
"61077",23132105,"2016-09-11","C",5
"61078",23132226,"2016-09-11","C",6
"61079",23132665,"2016-09-11","C",5
"61080",23135188,"2016-09-11","A",4
"61081",23136256,"2016-09-11","C",1
"61082",23136743,"2016-09-11","A",7
"61083",23136871,"2016-09-11","C",1
"61084",23137769,"2016-09-11","A",5
"61085",23137771,"2016-09-11","B",7
"61086",23138400,"2016-09-11","C",4
"61087",23138831,"2016-09-11","B",7
"61088",23139268,"2016-09-11","B",1
"61089",23140661,"2016-09-11","A",5
"61090",23141572,"2016-09-11","C",2
"61091",23146472,"2016-09-12","B",1
"61092",23146481,"2016-09-12","C",6
"61093",23146592,"2016-09-12","C",1
"61094",23147161,"2016-09-12","A",7
"61095",23147625,"2016-09-12","C",5
"61096",23148741,"2016-09-12","C",5
"61097",23149164,"2016-09-12","A",1
"61098",23149254,"2016-09-12","C",1
"61099",23150632,"2016-09-12","A",1
"61100",23151985,"2016-09-12","C",1
"61101",23152123,"2016-09-12","C",1
"61102",23153780,"2016-09-12","C",1
"61103",23155285,"2016-09-12","B",2
"61104",23157275,"2016-09-12","A",5
"61105",23157628,"2016-09-12","A",1
"61106",23157679,"2016-09-12","A",5
"61107",23157814,"2016-09-12","C",1
"61108",23157874,"2016-09-12","C",5
"61109",23157922,"2016-09-12","A",6
"61110",23158203,"2016-09-12","C",6
"61111",23158464,"2016-09-12","B",6
"61112",23158614,"2016-09-12","C",5
"61113",23161126,"2016-09-13","B",1
"61114",23162126,"2016-09-13","B",1
"61115",23163021,"2016-09-13","C",1
"61116",23163188,"2016-09-13","C",1
"61117",23163234,"2016-09-13","C",2
"61118",23164530,"2016-09-13","C",1
"61119",23165221,"2016-09-13","B",6
"61120",23165238,"2016-09-13","B",1
"61121",23166797,"2016-09-13","A",6
"61122",23167470,"2016-09-13","B",6
"61123",23168221,"2016-09-13","A",6
"61124",23169813,"2016-09-13","A",6
"61125",23170860,"2016-09-13","C",1
"61126",23177909,"2016-09-14","B",1
"61127",23177914,"2016-09-14","A",5
"61128",23177991,"2016-09-14","B",1
"61129",23180950,"2016-09-14","C",2
"61130",23182520,"2016-09-14","B",6
"61131",23182847,"2016-09-14","C",6
"61132",23183707,"2016-09-14","C",5
"61133",23184109,"2016-09-14","C",6
"61134",23185000,"2016-09-14","B",2
"61135",23185928,"2016-09-14","C",1
"61136",23187290,"2016-09-14","C",3
"61137",23191172,"2016-09-15","C",4
"61138",23191625,"2016-09-15","A",7
"61139",23191646,"2016-09-15","A",1
"61140",23191783,"2016-09-15","A",5
"61141",23192428,"2016-09-15","A",1
"61142",23192833,"2016-09-15","B",1
"61143",23193131,"2016-09-15","C",1
"61144",23193861,"2016-09-15","C",6
"61145",23194999,"2016-09-15","B",1
"61146",23196551,"2016-09-15","C",6
"61147",23196597,"2016-09-15","A",5
"61148",23199423,"2016-09-15","C",6
"61149",23199909,"2016-09-15","A",1
"61150",23200131,"2016-09-15","C",1
"61151",23200671,"2016-09-15","C",1
"61152",23201012,"2016-09-15","C",4
"61153",23201122,"2016-09-15","C",4
"61154",23201542,"2016-09-15","C",7
"61155",23201678,"2016-09-15","C",6
"61156",23208409,"2016-09-16","C",1
"61157",23208502,"2016-09-16","A",5
"61158",23210780,"2016-09-16","A",6
"61159",23212936,"2016-09-16","A",5
"61160",23213048,"2016-09-16","C",2
"61161",23213964,"2016-09-16","C",1
"61162",23214727,"2016-09-16","B",1
"61163",23214853,"2016-09-16","C",2
"61164",23215537,"2016-09-16","A",1
"61165",23217881,"2016-09-17","B",7
"61166",23219668,"2016-09-17","C",6
"61167",23220052,"2016-09-17","B",7
"61168",23220738,"2016-09-17","B",6
"61169",23221980,"2016-09-17","C",1
"61170",23223115,"2016-09-17","B",1
"61171",23224676,"2016-09-17","C",6
"61172",23225778,"2016-09-17","A",1
"61173",23227518,"2016-09-17","A",6
"61174",23228471,"2016-09-17","C",4
"61175",23231107,"2016-09-17","C",7
"61176",23233612,"2016-09-18","A",3
"61177",23233804,"2016-09-18","C",3
"61178",23235022,"2016-09-18","C",2
"61179",23235555,"2016-09-18","C",5
"61180",23235797,"2016-09-18","C",4
"61181",23236013,"2016-09-18","C",1
"61182",23236406,"2016-09-18","C",1
"61183",23237352,"2016-09-18","A",7
"61184",23237459,"2016-09-18","C",6
"61185",23237993,"2016-09-18","C",7
"61186",23239066,"2016-09-18","A",7
"61187",23239184,"2016-09-18","C",1
"61188",23239523,"2016-09-18","A",1
"61189",23240561,"2016-09-18","A",1
"61190",23240705,"2016-09-18","C",1
"61191",23241600,"2016-09-18","A",7
"61192",23243483,"2016-09-18","C",6
"61193",23244660,"2016-09-18","B",1
"61194",23245405,"2016-09-18","A",7
"61195",23245413,"2016-09-18","A",6
"61196",23245769,"2016-09-18","B",1
"61197",23246635,"2016-09-18","C",1
"61198",23246684,"2016-09-18","C",1
"61199",23246740,"2016-09-18","C",1
"61200",23248147,"2016-09-18","A",7
"61201",23248926,"2016-09-18","A",7
"61202",23248939,"2016-09-18","B",7
"61203",23249780,"2016-09-18","C",6
"61204",23251380,"2016-09-19","C",7
"61205",23251454,"2016-09-19","B",7
"61206",23251971,"2016-09-19","A",5
"61207",23253490,"2016-09-19","C",1
"61208",23256401,"2016-09-19","A",1
"61209",23257533,"2016-09-19","C",3
"61210",23257644,"2016-09-19","B",1
"61211",23259121,"2016-09-19","C",6
"61212",23259559,"2016-09-19","B",6
"61213",23260161,"2016-09-19","C",4
"61214",23260655,"2016-09-19","B",1
"61215",23260922,"2016-09-19","C",5
"61216",23261246,"2016-09-19","C",1
"61217",23261797,"2016-09-19","B",6
"61218",23262675,"2016-09-19","C",5
"61219",23263992,"2016-09-19","A",5
"61220",23265118,"2016-09-19","A",4
"61221",23265628,"2016-09-19","A",5
"61222",23270836,"2016-09-20","A",1
"61223",23272789,"2016-09-20","A",1
"61224",23273110,"2016-09-20","B",6
"61225",23275122,"2016-09-20","A",1
"61226",23275139,"2016-09-20","A",6
"61227",23275936,"2016-09-20","A",6
"61228",23278187,"2016-09-20","A",4
"61229",23279773,"2016-09-20","A",7
"61230",23279882,"2016-09-20","C",4
"61231",23284340,"2016-09-21","C",1
"61232",23284384,"2016-09-21","C",5
"61233",23284445,"2016-09-21","B",1
"61234",23285329,"2016-09-21","C",4
"61235",23286970,"2016-09-21","A",1
"61236",23287836,"2016-09-21","C",1
"61237",23287876,"2016-09-21","C",2
"61238",23288260,"2016-09-21","B",1
"61239",23288691,"2016-09-21","C",1
"61240",23288945,"2016-09-21","C",1
"61241",23290380,"2016-09-21","A",1
"61242",23290423,"2016-09-21","A",7
"61243",23290599,"2016-09-21","B",1
"61244",23290663,"2016-09-21","C",1
"61245",23291237,"2016-09-21","A",1
"61246",23291424,"2016-09-21","C",1
